volume,year,last_page,source,evidence_id,evidence_date,source_url,fetched_at,source_sha256,corpus_lower_bound_1_58,note
80,2015,82035,federal-register-api,2015-32517,2015-12-31,https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpublication_date%5D%5Bgte%5D=2015-12-15&conditions%5Bpublication_date%5D%5Blte%5D=2015-12-31&order=newest&per_page=1000&fields%5B%5D=end_page&fields%5B%5D=start_page&fields%5B%5D=volume&fields%5B%5D=document_number&fields%5B%5D=publication_date&fields%5B%5D=type,2026-08-23T14:29:35.858135+00:00,778ab5a5e95d114ebc950eab48710673425ac7851ebc5d8240acce05f2651c28,,
81,2016,97110,federal-register-api,2016-31875,2016-12-30,https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpublication_date%5D%5Bgte%5D=2016-12-15&conditions%5Bpublication_date%5D%5Blte%5D=2016-12-31&order=newest&per_page=1000&fields%5B%5D=end_page&fields%5B%5D=start_page&fields%5B%5D=volume&fields%5B%5D=document_number&fields%5B%5D=publication_date&fields%5B%5D=type,2026-08-23T14:29:37.134412+00:00,c8a4792ec04cf65cce77c54bd233f1c2bfb941dcdbfdb4e2c1ef815c50b7d461,,
82,2017,61949,federal-register-api,2017-28211,2017-12-29,https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpublication_date%5D%5Bgte%5D=2017-12-15&conditions%5Bpublication_date%5D%5Blte%5D=2017-12-31&order=newest&per_page=1000&fields%5B%5D=end_page&fields%5B%5D=start_page&fields%5B%5D=volume&fields%5B%5D=document_number&fields%5B%5D=publication_date&fields%5B%5D=type,2026-08-23T14:29:38.490448+00:00,cc21176fe376c0702b0cdf1199fa43e7c665471c10a4edcfae07b678384b1789,,
83,2018,68082,federal-register-api,2018-27981,2018-12-31,https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpublication_date%5D%5Bgte%5D=2018-12-15&conditions%5Bpublication_date%5D%5Blte%5D=2018-12-31&order=newest&per_page=1000&fields%5B%5D=end_page&fields%5B%5D=start_page&fields%5B%5D=volume&fields%5B%5D=document_number&fields%5B%5D=publication_date&fields%5B%5D=type,2026-08-23T14:29:39.605558+00:00,2d2ad5fa09dca1034ab9599a383035e683fa002e6b2a61e6e595ca19fa28eaa0,,
84,2019,72564,federal-register-api,2019-27829,2019-12-31,https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpublication_date%5D%5Bgte%5D=2019-12-15&conditions%5Bpublication_date%5D%5Blte%5D=2019-12-31&order=newest&per_page=1000&fields%5B%5D=end_page&fields%5B%5D=start_page&fields%5B%5D=volume&fields%5B%5D=document_number&fields%5B%5D=publication_date&fields%5B%5D=type,2026-08-23T14:29:40.883956+00:00,f44a0a7d425e9e96190de6a20dba2297b7c83ec14004575c7a4fd99abe6135ed,,
85,2020,87351,federal-register-api,2020-28871,2020-12-31,https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpublication_date%5D%5Bgte%5D=2020-12-15&conditions%5Bpublication_date%5D%5Blte%5D=2020-12-31&order=newest&per_page=1000&fields%5B%5D=end_page&fields%5B%5D=start_page&fields%5B%5D=volume&fields%5B%5D=document_number&fields%5B%5D=publication_date&fields%5B%5D=type,2026-08-23T14:29:42.091057+00:00,ba3260288192cb3ceab6ef604f13bdd9788767eaecd6c2318de1979eab343d35,,
86,2021,74531,federal-register-api,2021-28083,2021-12-30,https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpublication_date%5D%5Bgte%5D=2021-12-15&conditions%5Bpublication_date%5D%5Blte%5D=2021-12-31&order=newest&per_page=1000&fields%5B%5D=end_page&fields%5B%5D=start_page&fields%5B%5D=volume&fields%5B%5D=document_number&fields%5B%5D=publication_date&fields%5B%5D=type,2026-08-23T14:29:43.638640+00:00,6ac47bdc6262bf0b20f77c20aa6568d19d17f6b51936fbef1aa8fb13bc04afda,,
87,2022,80756,federal-register-api,2022-26499,2022-12-30,https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpublication_date%5D%5Bgte%5D=2022-12-15&conditions%5Bpublication_date%5D%5Blte%5D=2022-12-31&order=newest&per_page=1000&fields%5B%5D=end_page&fields%5B%5D=start_page&fields%5B%5D=volume&fields%5B%5D=document_number&fields%5B%5D=publication_date&fields%5B%5D=type,2026-08-23T14:29:45.008234+00:00,6d93fbb1b86d8e77d32b3e4f7e5171cd3f97a2f9ab3e4efdfd3169f441dfaf42,,
88,2023,90402,federal-register-api,2023-28488,2023-12-29,https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpublication_date%5D%5Bgte%5D=2023-12-15&conditions%5Bpublication_date%5D%5Blte%5D=2023-12-31&order=newest&per_page=1000&fields%5B%5D=end_page&fields%5B%5D=start_page&fields%5B%5D=volume&fields%5B%5D=document_number&fields%5B%5D=publication_date&fields%5B%5D=type,2026-08-23T14:29:46.442668+00:00,46779495eafef36b08034688d07f66dd7ec0943695bbc2c19976151f624fff0d,,
89,2024,107261,federal-register-api,2024-30593,2024-12-31,https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpublication_date%5D%5Bgte%5D=2024-12-15&conditions%5Bpublication_date%5D%5Blte%5D=2024-12-31&order=newest&per_page=1000&fields%5B%5D=end_page&fields%5B%5D=start_page&fields%5B%5D=volume&fields%5B%5D=document_number&fields%5B%5D=publication_date&fields%5B%5D=type,2026-08-23T14:29:47.840242+00:00,fb5f0051e7e7807e719dd84efaf4979d7a8400dfbd3f088513e36522c3688a90,,
90,2025,61584,federal-register-api,2025-24050,2025-12-31,https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpublication_date%5D%5Bgte%5D=2025-12-15&conditions%5Bpublication_date%5D%5Blte%5D=2025-12-31&order=newest&per_page=1000&fields%5B%5D=end_page&fields%5B%5D=start_page&fields%5B%5D=volume&fields%5B%5D=document_number&fields%5B%5D=publication_date&fields%5B%5D=type,2026-08-23T14:29:49.114182+00:00,c3c9e190f8b00bd3afdc4ea45b04f03e38f048f42a2a477c69376e9e8bdbc6dd,,
